
424 atoms
10 atom types
1 bond types
1 angle types

3 extra bond per atom
2 extra angle per atom
6 extra special per atom

0.0 25.771800 xlo xhi
0.0 25.771800 ylo yhi
0.0 25.771800 zlo zhi

Masses

1 1e-15    # H_com
2 1.008000 # H_H2
3 1.007940 # H H1
4 12.010700 # C C1
5 12.010700 # C C2
6 12.010700 # C C3
7 15.999400 # O O1
8 15.999400 # O O2
9 65.409000 # Zn Zn1
10 18.998403 # F F1

Atoms

1 1 9 0.49759430 5.324196 5.324196 5.324196
2 1 9 0.49759430 20.447604 20.447604 5.324196
3 1 9 0.49759430 20.447604 5.324196 20.447604
4 1 9 0.49759430 5.324196 20.447604 20.447604
5 1 9 0.49759430 5.324196 5.324196 20.447604
6 1 9 0.49759430 20.447604 20.447604 20.447604
7 1 9 0.49759430 5.324196 20.447604 5.324196
8 1 9 0.49759430 20.447604 5.324196 5.324196
9 1 9 0.49759430 5.324196 18.210096 18.210096
10 1 9 0.49759430 20.447604 7.561704 18.210096
11 1 9 0.49759430 20.447604 18.210096 7.561704
12 1 9 0.49759430 5.324196 7.561704 7.561704
13 1 9 0.49759430 5.324196 18.210096 7.561704
14 1 9 0.49759430 20.447604 7.561704 7.561704
15 1 9 0.49759430 5.324196 7.561704 18.210096
16 1 9 0.49759430 20.447604 18.210096 18.210096
17 1 9 0.49759430 18.210096 5.324196 18.210096
18 1 9 0.49759430 7.561704 20.447604 18.210096
19 1 9 0.49759430 7.561704 5.324196 7.561704
20 1 9 0.49759430 18.210096 20.447604 7.561704
21 1 9 0.49759430 18.210096 5.324196 7.561704
22 1 9 0.49759430 7.561704 20.447604 7.561704
23 1 9 0.49759430 18.210096 20.447604 18.210096
24 1 9 0.49759430 7.561704 5.324196 18.210096
25 1 9 0.49759430 18.210096 18.210096 5.324196
26 1 9 0.49759430 7.561704 7.561704 5.324196
27 1 9 0.49759430 7.561704 18.210096 20.447604
28 1 9 0.49759430 18.210096 7.561704 20.447604
29 1 9 0.49759430 18.210096 18.210096 20.447604
30 1 9 0.49759430 7.561704 7.561704 20.447604
31 1 9 0.49759430 18.210096 7.561704 5.324196
32 1 9 0.49759430 7.561704 18.210096 5.324196
33 1 3 0.11814300 13.981717 19.991443 8.279964
34 1 3 0.11814300 11.790083 18.666257 4.605936
35 1 3 0.11814300 13.981717 18.666257 4.605936
